uniprot_id,gene_id,gene_name,length,location,original_locations
Q06162,YLR315W,NKP2,153,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
Q06163,YLR318W,EST2,884,Nucleus,"Nucleus; Chromosome, telomere"
Q06164,YLR320W,MMS22,1454,Nucleus,Nucleus
Q06168,YLR321C,SFH1,426,Nucleus,Nucleus
Q06178,YLR328W,NMA1,401,Nucleus,Cytoplasm; Nucleus
Q06188,YLR455W,PDP3,304,Nucleus,Nucleus; Cytoplasm
Q06205,YLR449W,FPR4,392,Nucleus,Nucleus
Q06211,YPR164W,MMS1,1407,Nucleus,Nucleus
Q06213,YPR168W,NUT2,157,Nucleus,Nucleus
Q06217,YLR275W,SMD2,110,Nucleus,"Nucleus; Cytoplasm, cytosol"
Q06218,YLR276C,DBP9,594,Nucleus,"Nucleus, nucleolus"
Q06224,YLR277C,YSH1,779,Nucleus,Nucleus
Q06263,YLR181C,VTA1,330,Membrane_Secretory,Cytoplasm; Endosome membrane
Q06266,YLR183C,TOS4,489,Nucleus,Nucleus
Q06287,YLR186W,EMG1,252,Nucleus,"Nucleus, nucleolus"
Q06321,YLR189C,ATG26,1198,Membrane_Secretory,Cytoplasm; Membrane
Q06324,YLR190W,MMR1,491,Mitochondria,Bud tip; Bud neck; Mitochondrion outer membrane
Q06328,YDR352W,YPQ2,317,Membrane_Secretory,Vacuole membrane
Q06333,YDR357C,CNL1,122,Cytoplasm,Cytoplasm
Q06337,YDR359C,EAF1,982,Nucleus,Nucleus
Q06339,YDR362C,TFC6,672,Nucleus,Nucleus
Q06340,YDR363W,ESC2,456,Nucleus,Cytoplasm; Nucleus
Q06344,YDR365C,ESF1,628,Nucleus,"Nucleus, nucleolus"
Q06346,YDR367W,KEI1,221,Membrane_Secretory,Golgi apparatus membrane
Q06349,YDR370C,DXO1,442,Cytoplasm,Cytoplasm
Q06385,YDR372C,VPS74,345,Other,"Golgi apparatus, Golgi stack membrane"
Q06389,YDR373W,FRQ1,190,Other,Bud membrane
Q06406,YDR378C,LSM6,86,Nucleus,"Cytoplasm; Nucleus, nucleolus"
Q06407,YDR379W,RGA2,1009,Cytoplasm,"Cytoplasm, cytoskeleton"
Q06408,YDR380W,ARO10,635,Cytoplasm,Cytoplasm
Q06409,YLR422W,DCK1,1932,Mitochondria,Cytoplasm; Mitochondrion
Q06410,YLR423C,ATG17,417,Cytoplasm,Cytoplasm; Preautophagosomal structure membrane
Q06411,YLR424W,SPP382,708,Nucleus,Cytoplasm; Nucleus
Q06449,YPR154W,PIN3,215,Nucleus,"Cytoplasm; Nucleus; Cytoplasm, cytoskeleton, actin patch"
Q06488,YLR357W,RSC2,889,Nucleus,Nucleus
Q06493,YPR125W,YLH47,454,Mitochondria,Mitochondrion inner membrane
Q06497,YPR128C,ANT1,328,Membrane_Secretory,Peroxisome membrane
Q06504,YPR131C,NAT3,195,Cytoplasm,Cytoplasm
Q06505,YPR133C,SPN1,410,Nucleus,Nucleus
Q06506,YPR137W,RRP9,573,Nucleus,"Nucleus, nucleolus"
Q06508,YPR139C,LOA1,300,Membrane_Secretory,Lipid droplet; Endoplasmic reticulum membrane
Q06510,YPR140W,TAZ1,381,Mitochondria,Mitochondrion outer membrane; Mitochondrion inner membrane
Q06512,YPR144C,NOC4,552,Nucleus,"Nucleus, nucleolus"
Q06522,YPR147C,,304,Membrane_Secretory,Lipid droplet; Membrane
Q06541,YLR242C,ARV1,321,Membrane_Secretory,Endoplasmic reticulum membrane; Golgi apparatus membrane
Q06551,YLR246W,ERF2,359,Membrane_Secretory,Endoplasmic reticulum membrane
Q06554,YLR247C,IRC20,1556,Nucleus,Nucleus
Q06580,YPR188C,MLC2,163,Cytoplasm,Bud neck
Q06593,YPR194C,OPT2,877,Membrane_Secretory,Membrane
Q06596,YPR199C,ARR1,294,Nucleus,Cytoplasm; Nucleus
Q06598,YPR201W,ARR3,404,Membrane_Secretory,Cell membrane
Q06604,YPR171W,BSP1,576,Membrane_Secretory,"Cytoplasm, cytoskeleton, actin patch; Cytoplasm, cytoskeleton; Cell membrane"
Q06616,YPR174C,CSA1,221,Nucleus,"Nucleus membrane; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body"
Q06623,YPR179C,HDA3,655,Nucleus,Nucleus
Q06625,YPR184W,GDB1,1536,Mitochondria,Mitochondrion; Cytoplasm
Q06628,YPR185W,ATG13,738,Cytoplasm,Cytoplasm; Preautophagosomal structure
Q06629,YDR295C,HDA2,674,Nucleus,Nucleus
Q06630,YDR296W,MHR1,226,Nucleus,Nucleus; Mitochondrion
Q06631,YDR299W,BFR2,534,Nucleus,"Nucleus, nucleolus"
Q06632,YDR301W,CFT1,1357,Nucleus,Nucleus
Q06639,YDR303C,RSC3,885,Nucleus,Nucleus
Q06648,YDR309C,GIC2,383,Cytoplasm,"Bud neck; Bud tip; Cytoplasm, cell cortex; Cytoplasm, cytoskeleton"
Q06651,YDR313C,PIB1,286,Membrane_Secretory,Endosome membrane; Vacuole membrane
Q06671,YLR431C,ATG23,453,Membrane_Secretory,Cytoplasm; Preautophagosomal structure membrane; Membrane
Q06672,YLR435W,TSR2,205,Nucleus,Cytoplasm; Nucleus
Q06675,YDR318W,MCM21,368,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
Q06676,YDR319C,YFT2,274,Membrane_Secretory,Endoplasmic reticulum membrane; Vacuole
Q06677,YDR320C,SWA2,668,Membrane_Secretory,Cytoplasm; Endoplasmic reticulum membrane
Q06678,YDR322W,MRPL35,367,Mitochondria,Mitochondrion
Q06679,YDR324C,UTP4,776,Nucleus,"Nucleus, nucleolus"
Q06680,YDR325W,YCG1,1035,Nucleus,Nucleus; Cytoplasm; Chromosome
Q06681,YDR326C,YSP2,1438,Mitochondria,Mitochondrion membrane; Endoplasmic reticulum membrane
Q06685,YLR410W,VIP1,1146,Cytoplasm,"Cytoplasm; Cytoplasm, cytoskeleton"
Q06696,YLR417W,VPS36,566,Membrane_Secretory,Cytoplasm; Endosome membrane
Q06697,YLR418C,CDC73,393,Other,"Nucleus, nucleoplasm"
Q06703,YLR308W,CDA2,312,Other,Prospore
Q06704,YLR309C,IMH1,911,Membrane_Secretory,Cytoplasm; Golgi apparatus membrane
Q06705,YLR380W,CSR1,408,Membrane_Secretory,Cytoplasm; Microsome; Endosome
Q06706,YLR384C,IKI3,1349,Nucleus,Cytoplasm; Nucleus
Q06707,YLR385C,SWC7,132,Nucleus,Nucleus
Q06708,YLR386W,VAC14,880,Membrane_Secretory,Vacuole membrane
Q06810,YPR075C,OPY2,360,Membrane_Secretory,Cell membrane; Vacuole membrane
Q06817,YPR081C,GRS2,618,Cytoplasm,Cytoplasm
Q06833,YPR091C,NVJ2,770,Nucleus,Endoplasmic reticulum membrane; Nucleus membrane
Q06834,YPR093C,ASR1,288,Nucleus,Cytoplasm; Nucleus
Q06836,YPR095C,SYT1,1226,Cytoplasm,Cytoplasm
Q06892,YPL188W,POS5,414,Mitochondria,Mitochondrion matrix
Q07084,YLR006C,SSK1,712,Cytoplasm,Cytoplasm
Q07350,YDL043C,PRP11,266,Nucleus,Nucleus
Q07381,YDL060W,TSR1,788,Nucleus,"Cytoplasm; Nucleus, nucleolus"
Q07418,YDL065C,PEX19,342,Membrane_Secretory,Cytoplasm; Peroxisome membrane; Endoplasmic reticulum membrane
Q07442,YDL070W,BDF2,638,Nucleus,Cytoplasm; Nucleus
Q07457,YDL074C,BRE1,700,Nucleus,Nucleus
Q07468,YDL077C,VAM6,1049,Membrane_Secretory,Vacuole membrane
Q07471,YDL080C,THI3,609,Nucleus,Nucleus
Q07478,YDL084W,SUB2,446,Nucleus,Nucleus
Q07508,YDL087C,LUC7,261,Nucleus,Nucleus
Q07528,YDL113C,ATG20,640,Membrane_Secretory,Endosome membrane; Preautophagosomal structure membrane
Q07532,YDL115C,IWR1,353,Nucleus,Cytoplasm; Nucleus
Q07533,YDL117W,CYK3,885,Cytoplasm,Cytoplasm; Bud neck
Q07540,YDL120W,YFH1,174,Mitochondria,Mitochondrion matrix
Q07551,YDL124W,,312,Nucleus,Cytoplasm; Nucleus
Q07560,YDL142C,CRD1,283,Mitochondria,Mitochondrion inner membrane
Q07623,YDL213C,NOP6,225,Nucleus,"Nucleus, nucleolus"
Q07648,YDL219W,DTD1,150,Cytoplasm,Cytoplasm
Q07651,YDL222C,FMP45,309,Membrane_Secretory,Cell membrane
Q07657,YDL225W,SHS1,551,Membrane_Secretory,Membrane; Bud neck
Q07688,YDL235C,YPD1,167,Nucleus,Cytoplasm; Nucleus
Q07732,YDL239C,ADY3,790,Other,"Prospore membrane; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body"
Q07791,YDR261W-B,TY2B-DR3,1770,Nucleus,Cytoplasm; Nucleus
Q07793,YDR261C-D,TY1B-DR4,1604,Nucleus,Cytoplasm; Nucleus
Q07794,YLL002W,RTT109,436,Nucleus,Nucleus
Q07800,YLL010C,PSR1,427,Membrane_Secretory,Cell membrane
Q07804,YLL012W,YEH1,573,Membrane_Secretory,Lipid droplet; Membrane
Q07807,YLL013C,PUF3,879,Mitochondria,Mitochondrion outer membrane; Cytoplasm
Q07821,YLL027W,ISA1,250,Mitochondria,Mitochondrion matrix
Q07824,YLL028W,TPO1,586,Membrane_Secretory,Cell membrane
Q07825,YLL029W,FRA1,749,Cytoplasm,Cytoplasm
Q07830,YLL031C,GPI13,1017,Membrane_Secretory,Endoplasmic reticulum membrane
Q07845,YLL035W,GRC3,632,Nucleus,"Nucleus, nucleolus"
Q07878,YLL040C,VPS13,3144,Mitochondria,"Endosome membrane; Mitochondrion outer membrane; Prospore membrane; Vacuole membrane; Nucleus outer membrane; Peroxisome; Golgi apparatus, trans-Golgi network membrane"
Q07879,YLL042C,ATG10,167,Other,Preautophagosomal structure membrane
Q07896,YLR002C,NOC3,663,Nucleus,"Nucleus, nucleolus"
Q07913,YLR007W,NSE1,336,Nucleus,Nucleus
Q07914,YLR008C,PAM18,168,Mitochondria,Mitochondrion inner membrane
Q07915,YLR009W,RLP24,199,Nucleus,Cytoplasm; Nucleus
Q07921,YLR010C,TEN1,160,Nucleus,"Nucleus; Chromosome, telomere"
Q07923,YLR011W,LOT6,191,Nucleus,Cytoplasm; Nucleus
Q07930,YLR016C,PML1,204,Nucleus,Cytoplasm; Nucleus
Q07938,YLR017W,MEU1,337,Nucleus,Cytoplasm; Nucleus
Q07950,YLR020C,YEH2,538,Membrane_Secretory,Cell membrane
Q07953,YLR022C,SDO1,250,Nucleus,Cytoplasm; Nucleus
Q07963,YLR024C,UBR2,1872,Cytoplasm,Cytoplasm
Q07979,YLR033W,RSC58,502,Nucleus,Nucleus
Q08001,YLR072W,LAM6,693,Membrane_Secretory,Endoplasmic reticulum membrane
Q08004,YLR074C,BUD20,166,Nucleus,Nucleus; Cytoplasm
Q08032,YLR103C,CDC45,650,Nucleus,Nucleus
Q08096,YOL010W,RCL1,367,Nucleus,"Nucleus, nucleolus"
Q08108,YOL011W,PLB3,686,Membrane_Secretory,Cell membrane
Q08109,YOL013C,HRD1,551,Membrane_Secretory,Endoplasmic reticulum membrane
Q08144,YOL018C,TLG2,397,Membrane_Secretory,"Golgi apparatus, trans-Golgi network membrane; Endosome membrane"
Q08162,YOL021C,DIS3,1001,Nucleus,"Cytoplasm; Mitochondrion; Nucleus, nucleolus"
Q08179,YOL027C,MDM38,573,Mitochondria,Mitochondrion inner membrane
Q08193,YOL030W,GAS5,484,Membrane_Secretory,"Secreted, cell wall; Membrane"
Q08199,YOL031C,SIL1,421,Other,Endoplasmic reticulum lumen
Q08204,YOL034W,SMC5,1093,Nucleus,Nucleus; Chromosome
Q08208,YOL041C,NOP12,459,Nucleus,"Nucleus, nucleolus"
Q08214,YOL043C,NTG2,380,Nucleus,Nucleus
Q08215,YOL044W,PEX15,383,Membrane_Secretory,Peroxisome membrane; Endoplasmic reticulum membrane
Q08217,YOL045W,PSK2,1101,Cytoplasm,Cytoplasm
Q08218,YOL047C,LDS2,356,Membrane_Secretory,Prospore membrane; Lipid droplet; Spore wall
Q08229,YOL070C,NBA1,501,Cytoplasm,Bud neck; Cytoplasm
Q08230,YOL071W,SDH5,162,Mitochondria,Mitochondrion matrix
Q08231,YOL072W,THP1,455,Other,Nucleus envelope
Q08235,YOL077C,BRX1,291,Nucleus,"Nucleus, nucleolus"
Q08236,YOL078W,AVO1,1176,Membrane_Secretory,Cell membrane; Vacuole membrane
Q08245,YOL109W,ZEO1,113,Membrane_Secretory,Cell membrane
Q08273,YOL133W,HRT1,121,Nucleus,Cytoplasm; Nucleus
Q08278,YOL135C,MED7,222,Nucleus,Nucleus
Q08281,YOL138C,RTC1,1341,Membrane_Secretory,Vacuole membrane
Q08282,YOL141W,PPM2,695,Mitochondria,Cytoplasm; Mitochondrion
Q08285,YOL142W,RRP40,240,Nucleus,"Cytoplasm; Nucleus, nucleolus"
Q08287,YOL144W,NOP8,484,Nucleus,"Nucleus, nucleolus"
Q08387,YOR005C,DNL4,944,Nucleus,Nucleus
Q08412,YOR042W,CUE5,411,Cytoplasm,Cytoplasm
Q08417,YOR049C,RSB1,382,Membrane_Secretory,Cell membrane
Q08444,YOR056C,NOB1,459,Nucleus,"Cytoplasm; Nucleus, nucleolus; Endoplasmic reticulum"
Q08448,YOR059C,LPL1,450,Membrane_Secretory,Lipid droplet; Membrane
Q08465,YOR064C,YNG1,219,Nucleus,Nucleus
Q08484,YOR070C,GYP1,637,Other,"Golgi apparatus, Golgi stack"
Q08490,YOR073W,SGO1,590,Other,"Chromosome, centromere; Chromosome, centromere, kinetochore; Cytoplasm, cytoskeleton, spindle pole"
Q08491,YOR076C,SKI7,747,Cytoplasm,Cytoplasm
Q08492,YOR078W,BUD21,214,Nucleus,"Nucleus, nucleolus"
Q08496,YOR080W,DIA2,732,Nucleus,Nucleus
Q08548,YOR175C,ALE1,619,Membrane_Secretory,Endoplasmic reticulum membrane
Q08550,YOR177C,MPC54,464,Other,"Prospore membrane; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body; Cytoplasm, cytoskeleton, spindle pole"
Q08558,YOR180C,DCI1,271,Membrane_Secretory,Peroxisome
Q08561,YOR189W,IES4,116,Nucleus,Nucleus
Q08562,YOR191W,ULS1,1619,Nucleus,Nucleus
Q08581,YOR195W,SLK19,821,Other,"Chromosome, centromere; Chromosome, centromere, kinetochore; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body"
Q08601,YOR197W,MCA1,432,Nucleus,Cytoplasm; Nucleus
Q08641,YOR239W,ABP140,628,Cytoplasm,"Cytoplasm; Cytoplasm, cytoskeleton"
Q08645,YOR241W,MET7,548,Mitochondria,Mitochondrion; Mitochondrion inner membrane; Mitochondrion matrix; Cytoplasm
Q08647,YOR243C,PUS7,676,Nucleus,Nucleus; Cytoplasm
Q08650,YOR245C,DGA1,418,Membrane_Secretory,Lipid droplet; Endoplasmic reticulum membrane
Q08651,YOR246C,ENV9,330,Membrane_Secretory,Lipid droplet; Membrane
Q08683,YOR249C,APC5,685,Nucleus,Nucleus
Q08685,YOR250C,CLP1,445,Nucleus,Nucleus
Q08686,YOR251C,TUM1,304,Mitochondria,Mitochondrion; Cytoplasm
Q08689,YOR253W,NAT5,176,Cytoplasm,Cytoplasm
Q08702,YOR258W,HNT3,217,Nucleus,Nucleus; Cytoplasm
Q08746,YOR294W,RRS1,203,Nucleus,Nucleus
Q08747,YOR295W,UAF30,228,Nucleus,"Nucleus, nucleolus"
Q08749,YOR297C,TIM18,192,Mitochondria,Mitochondrion inner membrane
Q08754,YOR299W,BUD7,746,Other,"Golgi apparatus, trans-Golgi network membrane"
Q08760,YOR301W,RAX1,435,Membrane_Secretory,Cell membrane; Bud neck; Bud tip
Q08773,YOR304W,ISW2,1120,Nucleus,Nucleus
Q08816,YOR352W,TFB6,343,Nucleus,Cytoplasm; Nucleus
Q08826,YOR357C,SNX3,162,Membrane_Secretory,Cytoplasm; Golgi apparatus membrane; Prevacuolar compartment membrane
Q08831,YOR359W,VTS1,523,Cytoplasm,"Cytoplasm, cytosol; Cytoplasm, P-body"
Q08873,YOR367W,SCP1,200,Other,"Cytoplasm, cytoskeleton, actin patch"
Q08886,YOR371C,GPB1,897,Cytoplasm,Cytoplasm
Q08887,YOR372C,NDD1,554,Nucleus,Cytoplasm; Nucleus
Q08905,YOR381W,FRE3,711,Membrane_Secretory,Cell membrane
Q08920,YPL178W,CBC2,208,Nucleus,"Nucleus; Cytoplasm, perinuclear region"
Q08921,YPL180W,TCO89,799,Membrane_Secretory,Cell membrane; Vacuole membrane
Q08923,YPL181W,CTI6,506,Nucleus,Nucleus
Q08924,YPL183C,RTT10,1013,Membrane_Secretory,Cytoplasm; Endosome
Q08925,YPL184C,MRN1,612,Cytoplasm,Cytoplasm
Q08930,YPL191C,,360,Cytoplasm,Cytoplasm
Q08931,YPL192C,PRM3,133,Other,"Nucleus outer membrane; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body"
Q08949,YPL194W,DDC1,612,Nucleus,Cytoplasm; Nucleus
Q08951,YPL195W,APL5,932,Membrane_Secretory,"Golgi apparatus; Cytoplasmic vesicle, clathrin-coated vesicle membrane"
Q08955,YPL200W,CSM4,156,Nucleus,Endoplasmic reticulum membrane; Nucleus membrane
Q08957,YPL202C,AFT2,416,Nucleus,Nucleus
Q08959,YPL206C,PGC1,321,Mitochondria,Mitochondrion membrane; Lipid droplet
Q08960,YPL207W,TYW1,810,Membrane_Secretory,Endoplasmic reticulum
Q08962,YPL211W,NIP7,181,Nucleus,"Cytoplasm; Nucleus, nucleolus"
Q08963,YPL213W,LEA1,238,Nucleus,Nucleus
Q08965,YPL217C,BMS1,1183,Nucleus,"Cytoplasm; Nucleus, nucleolus"
Q08967,YPL221W,FLC1,793,Membrane_Secretory,Endoplasmic reticulum membrane
Q08968,YPL222W,FMP40,688,Mitochondria,Mitochondrion
Q08972,YPL226W,NEW1,1196,Nucleus,Cytoplasm; Nucleus
Q08985,YPL273W,SAM4,325,Nucleus,Cytoplasm; Nucleus
Q08986,YPL274W,SAM3,587,Membrane_Secretory,Membrane; Endoplasmic reticulum
Q08992,YPL280W,HSP32,237,Cytoplasm,"Cytoplasm, P-body"
Q10740,YNL045W,LAP2,671,Nucleus,Cytoplasm; Nucleus
Q12003,YPL236C,ENV7,364,Membrane_Secretory,Vacuole membrane
Q12004,YPR056W,TFB4,338,Nucleus,Nucleus
Q12006,YOL003C,PFA4,378,Membrane_Secretory,Endoplasmic reticulum membrane
Q12009,YDL201W,TRM8,286,Nucleus,Nucleus
Q12010,YOL092W,YPQ1,308,Membrane_Secretory,Vacuole membrane
Q12015,YOR223W,DSC3,292,Membrane_Secretory,Endoplasmic reticulum membrane
Q12017,YOR281C,PLP2,286,Cytoplasm,Cytoplasm
Q12018,YDL132W,CDC53,815,Nucleus,Cytoplasm; Nucleus
Q12019,YLR106C,MDN1,4910,Nucleus,"Nucleus; Nucleus, nucleolus; Nucleus, nucleoplasm"
Q12024,YOR272W,YTM1,460,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm"
Q12028,YPR029C,APL4,832,Membrane_Secretory,"Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle, clathrin-coated vesicle membrane"
Q12030,YDR167W,TAF10,206,Nucleus,Nucleus
Q12033,YOR275C,RIM20,661,Nucleus,Cytoplasm; Nucleus
Q12038,YPR032W,SRO7,1033,Membrane_Secretory,Cytoplasm; Cell membrane
Q12039,YOL095C,HMI1,706,Mitochondria,Mitochondrion inner membrane
Q12041,YDR253C,MET32,191,Nucleus,Cytoplasm; Nucleus
Q12043,YOR081C,TGL5,749,Membrane_Secretory,Lipid droplet
Q12045,YPL253C,VIK1,647,Nucleus,"Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body; Nucleus; Cytoplasm, cytoskeleton"
Q12046,YDL209C,CWC2,339,Nucleus,Nucleus
Q12048,YPL250C,ATG41,136,Other,Preautophagosomal structure membrane
Q12049,YPR045C,THP3,470,Nucleus,Nucleus
Q12050,YOR144C,ELG1,791,Nucleus,"Nucleus; Chromosome, telomere"
Q12051,YPL069C,BTS1,335,Cytoplasm,Cytoplasm
Q12052,YPL157W,TGS1,315,Nucleus,"Nucleus, nucleolus"
Q12055,YDL166C,FAP7,197,Nucleus,Cytoplasm; Nucleus
Q12056,YOR226C,ISU2,156,Mitochondria,Mitochondrion matrix
Q12060,YPL254W,HFI1,488,Nucleus,Nucleus
Q12063,YDL193W,NUS1,375,Nucleus,Endoplasmic reticulum membrane; Lipid droplet; Nucleus membrane
Q12068,YOL151W,GRE2,342,Nucleus,Cytoplasm; Nucleus
Q12071,YDR027C,VPS54,889,Mitochondria,"Golgi apparatus, trans-Golgi network membrane; Endosome membrane; Mitochondrion membrane"
Q12080,YPL146C,NOP53,455,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm"
Q12082,YDL157C,DMO2,118,Mitochondria,Mitochondrion inner membrane; Peroxisome membrane
Q12083,YPL164C,MLH3,715,Nucleus,Nucleus
Q12088,YLR035C-A,TY1B-LR1,1755,Nucleus,Cytoplasm; Nucleus
Q12092,YPL166W,ATG29,213,Other,Preautophagosomal structure
Q12093,YDL033C,SLM3,417,Mitochondria,Mitochondrion
Q12094,YOR006C,TSR3,313,Nucleus,Cytoplasm; Nucleus
Q12098,YLR135W,SLX4,748,Nucleus,Nucleus; Cytoplasm
Q12099,YDR021W,FAL1,399,Nucleus,"Nucleus, nucleolus"
Q12102,YLR115W,CFT2,859,Nucleus,Nucleus
Q12106,YOR228C,MCP1,302,Mitochondria,Mitochondrion outer membrane
Q12112,YNL284C-B,TY1B-NL1,1755,Nucleus,Cytoplasm; Nucleus
Q12113,YOR192C-B,TY2B-OR1,1770,Nucleus,Cytoplasm; Nucleus
Q12114,YLR330W,CHS5,671,Other,"Golgi apparatus, trans-Golgi network membrane"
Q12118,YOR007C,SGT2,346,Cytoplasm,Cytoplasm
Q12123,YOR173W,DCS2,353,Cytoplasm,"Cytoplasm; Cytoplasm, perinuclear region; Cytoplasm, P-body"
Q12124,YDL005C,MED2,431,Nucleus,Nucleus
Q12127,YLR110C,CCW12,133,Membrane_Secretory,"Secreted, cell wall; Membrane"
Q12136,YDL153C,SAS10,610,Nucleus,"Nucleus, nucleolus"
Q12141,YGR027W-B,TY1B-GR1,1755,Nucleus,Cytoplasm; Nucleus
Q12142,YDL149W,ATG9,997,Mitochondria,Preautophagosomal structure membrane; Cytoplasmic vesicle membrane; Golgi apparatus membrane; Endoplasmic reticulum membrane; Mitochondrion membrane
Q12143,YPL233W,NSL1,216,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
Q12146,YOL146W,PSF3,194,Nucleus,Nucleus
Q12149,YOR001W,RRP6,733,Nucleus,"Nucleus, nucleolus; Nucleus"
Q12150,YLR087C,CSF1,2958,Mitochondria,Cell membrane; Endoplasmic reticulum membrane; Mitochondrion membrane
Q12151,YDR213W,UPC2,913,Nucleus,Nucleus
Q12154,YDL100C,GET3,354,Membrane_Secretory,Cytoplasm; Endoplasmic reticulum; Golgi apparatus
Q12156,YDR063W,AIM7,149,Nucleus,Cytoplasm; Nucleus
Q12158,YDL003W,MCD1,566,Nucleus,"Nucleus; Chromosome; Chromosome, centromere"
Q12159,YDR381W,YRA1,226,Nucleus,Nucleus
Q12161,YOL054W,PSH1,406,Nucleus,Nucleus
Q12164,YLL023C,POM33,279,Membrane_Secretory,"Endoplasmic reticulum membrane; Nucleus, nuclear pore complex"
Q12166,YOR108W,LEU9,604,Mitochondria,Mitochondrion
Q12168,YLR144C,ACF2,779,Cytoplasm,Cytoplasm
Q12173,YGR109W-A,TY3A-G,290,Cytoplasm,Cytoplasm
Q12176,YDR060W,MAK21,1025,Nucleus,"Nucleus, nucleolus"
Q12178,YPR062W,FCY1,158,Nucleus,Cytoplasm; Nucleus
Q12181,YPR048W,TAH18,623,Mitochondria,Cytoplasm; Mitochondrion
Q12184,YPL252C,YAH1,172,Mitochondria,Mitochondrion matrix
Q12186,YLR116W,MSL5,476,Nucleus,Nucleus
Q12188,YPR007C,REC8,680,Nucleus,"Nucleus; Chromosome; Chromosome, centromere"
Q12191,YDL099W,BUG1,341,Cytoplasm,"Cytoplasm; Golgi apparatus, cis-Golgi network membrane"
Q12193,YBR012W-B,TY1B-BR,1756,Nucleus,Cytoplasm; Nucleus
Q12196,YOR119C,RIO1,484,Cytoplasm,Cytoplasm
Q12198,YLL058W,HSU1,575,Cytoplasm,Cytoplasm
Q12200,YPL006W,NCR1,1170,Membrane_Secretory,Vacuole membrane
Q12207,YPR149W,NCE102,173,Membrane_Secretory,Cell membrane
Q12208,YLR132C,USB1,290,Nucleus,Nucleus; Mitochondrion
Q12211,YPL212C,PUS1,544,Nucleus,Nucleus
Q12213,YPL198W,RPL7B,244,Cytoplasm,Cytoplasm
Q12216,YOR156C,NFI1,726,Nucleus,Nucleus
Q12220,YLR129W,DIP2,943,Nucleus,"Nucleus, nucleolus"
Q12223,YDL059C,RAD59,238,Nucleus,Nucleus
Q12224,YPL089C,RLM1,676,Nucleus,Nucleus
Q12229,YDL091C,UBX3,455,Cytoplasm,Cytoplasm
Q12230,YPL004C,LSP1,341,Other,"Cytoplasm, cell cortex"
Q12236,YOL100W,PKH2,1081,Nucleus,"Nucleus; Cytoplasm, cell cortex"
Q12241,YOR106W,VAM3,283,Membrane_Secretory,Vacuole membrane
Q12242,YOR138C,RUP1,671,Nucleus,Cytoplasm; Nucleus
Q12245,YPL144W,POC4,148,Cytoplasm,Cytoplasm
Q12246,YOR171C,LCB4,624,Membrane_Secretory,Cell membrane; Endoplasmic reticulum membrane; Late endosome membrane; Golgi apparatus membrane
Q12248,YDR016C,DAD1,94,Nucleus,"Nucleus; Cytoplasm, cytoskeleton, spindle; Chromosome, centromere, kinetochore"
Q12255,YLR093C,NYV1,253,Membrane_Secretory,Vacuole membrane
Q12256,YOR273C,TPO4,659,Membrane_Secretory,Cell membrane
Q12259,YLR108C,,485,Nucleus,Nucleus
Q12262,YPR046W,MCM16,181,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
Q12263,YDR507C,GIN4,1142,Cytoplasm,Cytoplasm; Bud neck
Q12265,YOL061W,PRS5,496,Cytoplasm,Cytoplasm
Q12267,YLR086W,SMC4,1418,Nucleus,Nucleus; Cytoplasm; Chromosome
Q12269,YGR038C-B,TY1B-GR2,1755,Nucleus,Cytoplasm; Nucleus
Q12271,YOR109W,INP53,1107,Cytoplasm,Cytoplasm
Q12273,YOL103W-B,TY1B-OL,1755,Nucleus,Cytoplasm; Nucleus
Q12275,YOR093C,CRM2,1648,Mitochondria,Vacuole membrane; Mitochondrion membrane
Q12277,YDL111C,RRP42,265,Nucleus,"Cytoplasm; Nucleus, nucleolus"
Q12280,YPL242C,IQG1,1495,Cytoplasm,Bud neck
Q12284,YPR037C,ERV2,196,Membrane_Secretory,Endoplasmic reticulum membrane
Q12285,YOL111C,MDY2,212,Nucleus,"Cytoplasm, cytosol; Nucleus"
Q12287,YLL009C,COX17,69,Mitochondria,Mitochondrion intermembrane space
Q12292,YOL083W,ATG34,412,Other,Preautophagosomal structure membrane
Q12297,YPL011C,TAF3,353,Nucleus,Nucleus
Q12300,YDL138W,RGT2,763,Membrane_Secretory,Cell membrane
Q12303,YLR121C,YPS3,508,Membrane_Secretory,Cell membrane
Q12305,YOR285W,RDL1,139,Mitochondria,Mitochondrion
Q12308,YPL007C,TFC8,588,Nucleus,Nucleus
Q12309,YLR117C,CLF1,687,Nucleus,Nucleus
Q12311,YPR031W,NTO1,748,Nucleus,Cytoplasm; Nucleus
Q12315,YDL207W,GLE1,538,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane"
