# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-p" "-a" "genes.gtf" "-o" "ns024.12.counts.txt" "./bam/A1.bam" "./bam/A2.bam" "./bam/B1.bam" "./bam/B2.bam" 
Geneid	Chr	Start	End	Strand	Length	./bam/A1.bam	./bam/A2.bam	./bam/B1.bam	./bam/B2.bam
YJR135W-A	X	676971	677234	+	264	407	603	662	1539
YJR136C	X	677441	678706	-	1266	405	667	548	1258
YJR137C	X	678957	683285	-	4329	3360	3435	4554	6348
YJR138W	X	684567	689321	+	4755	927	1615	1157	3126
YJR139C	X	689445	690524	-	1080	6099	9095	8257	17587
YJR140C	X	690750	695696	-	4947	999	1642	1392	3042
YJR140W-A	X	690961	691110	+	150	0	0	0	0
YJR141W	X	695906	696949	+	1044	490	645	575	1253
YJR142W	X	697141	698169	+	1029	985	1623	1127	3149
YJR143C	X	698326	700614	-	2289	4133	5629	5625	11175
YJR144W	X	700882	701691	+	810	1369	1978	1681	3890
YJR145C	X;X	702027;703055	702798;703068	-;-	786	46251	51546	59127	109801
YJR146W	X	703885	704238	+	354	160	272	169	516
YJR147W	X	704196	705272	+	1077	1280	1298	1546	2812
YJR148W	X	705744	706874	+	1131	2889	5572	3668	11923
YJR149W	X	707160	708374	+	1215	267	805	316	1679
YJR150C	X	708811	709707	-	897	10	14	8	27
YJR151C	X	712255	715740	-	3486	351	510	363	1075
YJR151W-A	X	717580	717630	+	51	4	3	2	8
YJR152W	X	719666	721297	+	1632	307	469	406	883
YJR153W	X	722815	723900	+	1086	166	259	210	465
YJR154W	X	725784	726824	+	1041	209	354	207	777
YJR155W	X	727405	728271	+	867	393	687	460	1246
YJR156C	X	728574	729596	-	1023	92	280	120	597
YJR157W	X	730515	730877	+	363	8	21	2	25
YJR158W	X	732440	734143	+	1704	3	5	2	3
YJR159W	X	736044	737117	+	1074	15	49	27	99
YJR160C	X	738008	739816	-	1809	62	127	82	216
YJR161C	X	742848	743999	-	1152	558	1042	680	1893
YJR162C	X	744911	745261	-	351	0	0	1	5
YKL225W	XI	451	798	+	348	0	0	0	0
YKL224C	XI	1810	2181	-	372	0	1	0	0
YKL223W	XI	2389	2721	+	333	0	0	0	3
YKL222C	XI	3503	5620	-	2118	487	452	584	885
YKL221W	XI	6107	7528	+	1422	76	60	97	148
YKL220C	XI	9091	11226	-	2136	398	292	469	604
YKL219W	XI	14485	15708	+	1224	467	617	540	1091
YKL218C	XI	17359	18339	-	981	795	1004	960	2025
YKL217W	XI	22234	24084	+	1851	198	313	225	474
YKL216W	XI	25215	26159	+	945	10339	7867	10496	14911
YKL215C	XI	26827	30687	-	3861	1158	1283	1471	2321
YKL214C	XI	31082	31693	-	612	753	620	947	1292
YKL213C	XI	31960	34107	-	2148	1921	2256	2533	4284
YKL212W	XI	34543	36414	+	1872	4496	3504	5690	6868
YKL211C	XI	36699	38153	-	1455	3064	3030	4019	6112
snR64	XI	38811	38911	+	101	20	21	27	38
YKL210W	XI	39163	42237	+	3075	5819	6768	7538	13422
YKL209C	XI	42423	46295	-	3873	4149	3678	5291	7170
tT(CGU)K	XI	46735	46806	-	72	0	0	0	4
YKL208W	XI	47157	47972	+	816	325	385	388	679
YKL207W	XI	48194	48955	+	762	1788	1470	2235	3172
YKL206C	XI	49006	49809	-	804	920	875	982	1743
YKL205W	XI	50051	53353	+	3303	2337	1973	3010	3607
YKL204W	XI	53704	55602	+	1899	1953	1791	2255	3201
YKL203C	XI	55935	63359	-	7425	1550	1593	1909	3173
YKL202W	XI	63821	64402	+	582	32	18	26	46
YKL201C	XI	63930	67466	-	3537	776	823	948	1670
YKL198C	XI	68232	70220	-	1989	758	531	898	1155
YKL197C	XI	70734	73865	-	3132	671	620	854	1244
tN(GUU)K	XI	74624	74697	+	74	7	12	14	15
YKL196C	XI	74932	75534	-	603	2435	2066	3048	4366
YKL195W	XI	75821	77032	+	1212	3419	3804	3488	7238
YKL194C	XI	77258	78646	-	1389	595	693	638	1182
YKL193C	XI	78866	79882	-	1017	620	784	708	1469
YKL192C	XI	80160	80537	-	378	2109	2008	2768	4671
YKL191W	XI	81035	82639	+	1605	2983	2005	3965	4117
YKL190W	XI;XI	82947;83075	82998;83550	+;+	528	1301	1352	1455	2805
tL(UAA)K	XI	84208	84291	+	84	0	1	0	0
YKL189W	XI	84704	85903	+	1200	387	489	508	935
YKL188C	XI	86225	88786	-	2562	271	261	312	525
YKL187C	XI	89284	91536	-	2253	184	206	256	467
YKL186C	XI	92744	93298	-	555	1053	902	1171	1763
YKL185W	XI	94499	96265	+	1767	3166	2338	3482	4528
YKL184W	XI	96757	98157	+	1401	2160	1644	2637	3264
YKL183C-A	XI	98395	98607	-	213	49	28	56	77
YKL183W	XI	98721	99641	+	921	813	685	1012	1492
YKL182W	XI	100671	106826	+	6156	27917	15953	37229	33256
YKL181W	XI	107316	108599	+	1284	7253	5095	9086	10849
YKL180W	XI;XI	109269;109884	109577;110129	+;+	555	21459	14872	29771	35316
YKL179C	XI	110464	112503	-	2040	1669	1434	1883	2866
YKL178C	XI	113215	114627	-	1413	59	85	68	154
YKL177W	XI	114356	114694	+	339	0	1	1	3
YKL176C	XI	115500	117986	-	2487	1955	1633	2464	3103
YKL175W	XI	118793	120304	+	1512	1333	1209	1724	2432
YKL174C	XI	120380	122236	-	1857	763	724	1030	1386
YKL173W	XI	122517	125543	+	3027	1158	1134	1615	2138
YKL172W	XI	125759	127042	+	1284	8073	4808	9603	8968
YKL171W	XI	127475	130261	+	2787	606	673	815	1413
YKL170W	XI	130634	131050	+	417	18	11	12	14
YKL169C	XI	130685	131068	-	384	7	7	6	7
YKL168C	XI	131288	133462	-	2175	506	473	594	1003
YKL167C	XI	133721	134134	-	414	526	461	603	1091
YKL166C	XI	134509	135705	-	1197	1362	1019	1618	1819
YKL165C-A	XI	135790	136023	-	234	16	16	27	43
YKL165C	XI	137932	140691	-	2760	1466	1366	1898	2641
tE(UUC)K	XI	141018	141089	-	72	7	9	13	16
YKL164C	XI	141794	142819	-	1026	11384	7182	13434	14681
YKL163W	XI	144401	145378	+	978	216	1270	271	2401
YKL162C-A	XI	145922	146074	-	153	7	25	14	57
YKL162C	XI	147630	148838	-	1209	105	167	119	309
YKL161C	XI	149386	150687	-	1302	201	744	271	1341
YKL160W	XI	153269	153706	+	438	1922	1446	2666	3367
YKL159C	XI	153816	154451	-	636	276	287	349	647
YKL157W	XI;XI	154991;155655	155271;158232	+;+	2859	2297	2729	2903	5263
YKL156W	XI;XI	158613;158967	158615;159212	+;+	249	3812	2213	4766	4733
YKL156C-A	XI	158975	159091	-	117	0	0	0	0
YKL155C	XI	159456	161342	-	1887	1084	987	1256	1922
YKL154W	XI	161601	162335	+	735	776	638	887	1203
tR(UCU)K	XI	162487	162558	-	72	4	1	5	8
YKL153W	XI	163600	164109	+	510	127	132	233	285
YKL152C	XI	163642	164385	-	744	41229	39039	51910	72992
YKL151C	XI	164917	165930	-	1014	492	812	589	1657
YKL150W	XI	166544	167452	+	909	2287	3740	2827	7736
YKL149C	XI	167612	168829	-	1218	623	520	745	1039
YKL148C	XI	169207	171129	-	1923	1062	1649	1096	3322
YKL147C	XI	171551	172168	-	618	1	0	3	4
YKL146W	XI	171783	173861	+	2079	1028	1076	1324	2163
YKL145W	XI	174213	175616	+	1404	4575	5329	5384	10035
YKL145W-A	XI	174958	175050	+	93	0	0	0	0
YKL144C	XI	175843	176481	-	639	796	554	957	1284
YKL143W	XI	176781	178172	+	1392	3086	2029	3798	3702
YKL142W	XI	178515	179174	+	660	943	1502	1210	3036
YKL141W	XI	179667	180263	+	597	1176	1633	1486	3519
YKL140W	XI	180779	182425	+	1647	950	1092	1092	1986
YKL139W	XI	182958	184544	+	1587	1075	872	1187	1599
YKL138C-A	XI	184803	185012	-	210	465	409	576	894
YKL138C	XI	185286	185681	-	396	848	787	985	1563
YKL137W	XI	185957	186292	+	336	337	361	398	686
YKL136W	XI	186416	186814	+	399	4	9	11	15
YKL135C	XI	186460	188640	-	2181	1189	1193	1514	2381
YKL134C	XI	189124	191442	-	2319	749	678	893	1397
YKL133C	XI	191679	193070	-	1392	126	233	156	437
YKL132C	XI	193574	194866	-	1293	261	195	314	355
YKL131W	XI	194478	194999	+	522	3	10	16	11
YKL130C	XI	195288	196028	-	741	632	637	847	1359
YKL129C	XI	196349	200167	-	3819	896	1236	1013	2409
YKL128C	XI	200884	201771	-	888	1597	1189	2053	2468
tK(CUU)K	XI	202999	203071	+	73	0	1	2	0
YKL127W	XI	203541	205253	+	1713	2704	2453	3457	4851
YKL126W	XI	205707	207749	+	2043	1936	2176	2193	4279
YKL125W	XI	208247	210130	+	1884	1752	1569	2175	3128
YKL124W	XI	210593	212332	+	1740	273	417	333	769
YKL123W	XI	212043	212423	+	381	10	5	11	26
YKL122C	XI	212495	212998	-	504	1474	1004	1592	1951
YKL121W	XI	214142	216700	+	2559	588	797	770	1332
YKL120W	XI	217344	218318	+	975	8677	9521	10281	18699
YKL119C	XI	218570	219217	-	648	277	290	393	587
YKL118W	XI	219126	219437	+	312	2	1	2	5
tA(AGC)K1	XI	219895	219967	+	73	3	0	0	1
YKL117W	XI	220324	220974	+	651	5900	6095	7244	12117
YKL116C	XI	221344	222900	-	1557	1145	907	1274	1905
YKL115C	XI	222893	223285	-	393	20	14	22	36
YKL114C	XI	223352	224455	-	1104	1474	1223	1642	2456
YKL113C	XI	224727	225875	-	1149	1949	1573	2536	3027
YKL112W	XI	226570	228765	+	2196	1692	1596	2177	3094
YKL111C	XI	228464	228799	-	336	2	3	3	2
YKL110C	XI	228939	229880	-	942	1303	1063	1670	2067
YKL109W	XI	232227	233891	+	1665	970	1366	867	2891
YKL108W	XI	234426	235787	+	1362	745	578	670	1156
YKL107W	XI	236141	237070	+	930	59	54	59	164
YKL106C-A	XI	237147	237266	-	120	1	4	4	4
YKL106W	XI	237536	238891	+	1356	1482	1229	2034	2365
YKL105C	XI	239185	242583	-	3399	941	1044	1356	1965
YKL104C	XI	243220	245373	-	2154	5191	7120	6808	13487
YKL103C	XI	246138	247682	-	1545	772	1859	879	3335
YKL102C	XI	248062	248367	-	306	13	28	13	68
YKL101W	XI	248920	253476	+	4557	4396	4335	5409	8243
YKL100C	XI	253697	255460	-	1764	1323	1768	1669	3050
YKL100W-A	XI	254159	254248	+	90	0	0	0	0
YKL099C	XI	255720	256472	-	753	1689	1106	1917	2370
YKL098W	XI	256770	257843	+	1074	746	716	862	1439
YKL097C	XI	258503	258913	-	411	0	5	4	17
YKL096C-B	XI	259073	259222	-	150	2	0	2	7
YKL096W-A	XI	259253	259531	+	279	33152	37535	39620	78734
YKL096W	XI	261132	261851	+	720	1588	7956	2249	16796
YKL095W	XI	262277	263113	+	837	289	306	375	566
YKL094W	XI	263349	264290	+	942	1630	1563	2012	3514
YKL093W	XI	264789	265808	+	1020	402	458	467	856
YKL092C	XI	266145	269459	-	3315	1067	893	1327	1512
YKL091C	XI	269718	270650	-	933	331	433	408	869
YKL090W	XI	271878	273209	+	1332	518	495	571	871
YKL089W	XI	273394	275043	+	1650	657	567	717	1022
YKL088W	XI	275283	276998	+	1716	1423	1224	1656	2094
YKL087C	XI	277189	277863	-	675	1225	1365	1311	2611
YKL086W	XI	278281	278664	+	384	10	32	25	74
YKL085W	XI	279123	280127	+	1005	3437	4103	3547	7874
YKL084W	XI	280509	280859	+	351	246	187	353	468
YKL083W	XI	280921	281535	+	615	11	16	13	19
YKL082C	XI	281025	282329	-	1305	3554	2468	3847	4104
YKL081W	XI;XI	282891;283422	283095;284455	+;+	1239	36432	24564	47010	52669
snR38	XI	283185	283279	+	95	36	16	48	38
YKL080W	XI	285030	286208	+	1179	4810	4108	6263	8580
YKL079W	XI	286603	288573	+	1971	939	967	1088	1915
YKL078W	XI	288845	291052	+	2208	1206	632	1536	1315
YKL077W	XI	291453	292631	+	1179	2981	2610	3865	5142
YKL076C	XI	292838	293221	-	384	74	46	79	110
YKL075C	XI	292956	294308	-	1353	516	520	694	898
YKL074C	XI	294610	296193	-	1584	959	786	1069	1443
YKL073W	XI	296430	299075	+	2646	1815	1672	2268	3083
YKL072W	XI	299582	301882	+	2301	767	603	862	1226
tW(CCA)K	XI;XI	302918;302988	302953;303023	+;+	72	0	1	1	2
YKL071W	XI	305114	305884	+	771	329	290	377	670
YKL070W	XI	306211	306720	+	510	344	296	442	618
YKL069W	XI	307285	307827	+	543	454	443	639	1001
tV(AAC)K1	XI	308144	308217	-	74	0	0	0	0
YKL068W-A	XI	309206	309442	+	237	666	586	953	1100
YKL068W	XI	310199	313078	+	2880	3075	2314	4090	4664
tH(GUG)K	XI	313401	313472	-	72	0	1	0	1
YKL067W	XI	314812	315273	+	462	1711	1954	1985	3778
YKL066W	XI	315281	315724	+	444	107	114	136	280
YKL065W-A	XI	315954	316175	+	222	13	24	40	35
YKL065C	XI	316437	317057	-	621	1336	1959	1492	3723
YKL064W	XI	317764	320673	+	2910	1991	1919	2466	3561
YKL063C	XI	321015	321518	-	504	1020	993	1018	1739
YKL062W	XI	323228	325120	+	1893	575	1402	651	2810
YKL061W	XI	325771	326112	+	342	318	190	313	422
YKL060C	XI	326408	327487	-	1080	144968	106201	194166	220839
YKL059C	XI	328118	329443	-	1326	907	822	1049	1759
YKL058W	XI	330166	330534	+	369	1338	1073	1634	1989
YKL057C	XI	330856	333969	-	3114	2002	1843	2645	3528
YKL056C	XI	334412	334915	-	504	25193	18582	35570	42177
YKL055C	XI	335321	336157	-	837	86	107	129	202
YKL054C	XI	336537	338753	-	2217	8774	6733	10504	12178
YKL053C-A	XI	339182	339442	-	261	419	414	490	1080
YKL053W	XI	339572	339946	+	375	1	0	0	4
YKL052C	XI	339668	340546	-	879	385	392	542	870
YKL051W	XI	341312	342373	+	1062	1016	1040	1200	1951
YKL050C	XI	342852	345620	-	2769	392	327	414	656
YKL049C	XI	346075	346764	-	690	423	383	573	779
YKL048C	XI	347214	349136	-	1923	652	453	866	904
YKL047W	XI	349463	351013	+	1551	749	766	1010	1560
YKL046C	XI	351275	352624	-	1350	3441	3246	4196	6435
YKL045W	XI	353493	355079	+	1587	1170	1082	1417	2060
YKL044W	XI	356322	356642	+	321	16	21	29	55
YKL043W	XI	356748	357848	+	1101	310	223	316	449
YKL042W	XI	358475	359566	+	1092	790	668	1058	1243
YKL041W	XI	360143	360817	+	675	918	882	1053	1767
YKL040C	XI	361058	361828	-	771	1318	1086	1576	2216
YKL039W	XI	362622	364193	+	1572	2329	2538	2874	5335
snR69	XI	364776	364876	+	101	31	26	28	57
YKL038W	XI	365605	369117	+	3513	1144	1062	1315	2061
YKL037W	XI	369365	369721	+	357	28	38	29	84
YKL036C	XI	369528	369920	-	393	2	6	3	9
YKL035W	XI	369891	371390	+	1500	4817	7542	5978	14108
YKL034W	XI	371829	374105	+	2277	653	814	793	1507
YKL033W-A	XI	374505	375215	+	711	2099	1454	2533	3072
YKL033W	XI	375456	378572	+	3117	763	762	927	1469
tV(AAC)K2	XI	379680	379753	+	74	6	2	4	2
YKL032C	XI	380065	381858	-	1794	2027	1241	2285	2446
YKL031W	XI	382072	382485	+	414	17	19	40	49
YKL030W	XI	382498	383103	+	606	6	5	7	5
YKL029C	XI	382716	384725	-	2010	8993	5403	10552	11854
YKL028W	XI	385758	387206	+	1449	2449	2159	2744	3940
YKL027W	XI	387562	388905	+	1344	1861	1423	2146	2696
YKL026C	XI	389380	389883	-	504	57	107	59	227
YKL025C	XI	390240	392279	-	2040	1258	1224	1346	2371
YKL024C	XI	392526	393140	-	615	1941	1259	2425	2764
YKL023C-A	XI	393146	393373	-	228	523	317	756	909
YKL023W	XI	393721	394554	+	834	879	932	866	1664
YKL022C	XI	394726	397248	-	2523	958	911	1171	1807
YKL021C	XI	397344	398750	-	1407	2038	1431	2534	2970
YKL020C	XI	398832	402080	-	3249	1672	1343	2118	2819
YKL019W	XI	402568	403518	+	951	1100	951	1311	1921
YKL018C-A	XI	403580	403879	-	300	231	257	291	594
YKL018W	XI	404102	405091	+	990	805	696	1035	1330
YKL017C	XI	405190	407241	-	2052	525	540	667	963
YKL016C	XI	407465	407989	-	525	2252	2412	2367	5033
YKL015W	XI	408544	411483	+	2940	1152	1299	1534	2501
YKL014C	XI	411619	416913	-	5295	3005	2060	4126	4068
YKL013C	XI	417508	418023	-	516	1771	1939	2226	3717
YKL012W	XI	418310	420061	+	1752	1251	1124	1488	2097
YKL011C	XI	420155	421216	-	1062	333	342	413	630
YKL010C	XI	421424	425875	-	4452	1775	1773	2222	3563
YKL009W	XI	426242	426952	+	711	5258	3059	6614	6072
YKL008C	XI	427295	428551	-	1257	1818	1235	2394	2571
YKL007W	XI	429302	430108	+	807	1699	1943	1907	3782
YKL006C-A	XI;XI	430198;430597	430455;430632	-;-	294	400	365	438	800
snR87	XI	431030	431138	-	109	70	73	113	187
YKL006W	XI;XI	431906;432433	432034;432720	+;+	417	22552	13937	29759	32368
YKL005C	XI	433093	434877	-	1785	1167	966	1386	1585
YKL004W	XI	435580	436785	+	1206	2387	1753	3092	3542
YKL003C	XI	437097	437492	-	396	655	468	654	1186
YKL002W	XI;XI	437778;437906	437837;438544	+;+	699	1692	1453	1692	2770
YKL001C	XI	438777	439385	-	609	1568	757	1916	1381
YKR001C	XI	440608	442722	-	2115	4421	4469	5657	8509
YKR002W	XI	443232	444938	+	1707	1557	1514	1847	2983
YKR003W	XI	445381	446727	+	1347	963	1165	1107	1892
YKR004C	XI;XI	446799;447811	447706;448036	-;-	1134	281	263	332	593
YKR005C	XI;XI	448521;450021	449951;450167	-;-	1578	208	173	234	308
YKR006C	XI	450423	451217	-	795	1202	951	1404	2028
YKR007W	XI	451434	451988	+	555	798	696	842	1435
YKR008W	XI	452201	454078	+	1878	1391	1014	1724	2167
YKR009C	XI	454352	457054	-	2703	189	306	295	598
tL(CAA)K	XI;XI	458557;458627	458594;458670	+;+	82	2	0	0	3
YKR010C	XI	458924	461239	-	2316	866	716	941	1333
YKR011C	XI	461635	462696	-	1062	491	1000	515	1827
YKR012C	XI	463739	464116	-	378	10	16	12	24
YKR013W	XI	463959	464948	+	990	5871	7932	7248	15109
YKR014C	XI	465367	466071	-	705	1980	2208	2190	4176
YKR015C	XI	466961	468667	-	1707	255	222	301	455
YKR016W	XI	469717	471339	+	1623	1984	2206	2204	3981
YKR017C	XI	471694	473349	-	1656	429	425	488	705
YKR018C	XI	473723	475900	-	2178	2981	3127	3750	6115
YKR019C	XI	476216	478063	-	1848	469	442	593	854
YKR020W	XI	478338	478832	+	495	502	499	484	946
YKR021W	XI	479234	481981	+	2748	941	990	1143	2044
YKR022C	XI	482171	483139	-	969	617	532	724	1056
YKR023W	XI	483419	485011	+	1593	835	817	881	1518
YKR024C	XI	485144	487372	-	2229	1980	1274	2618	2587
YKR025W	XI	487770	488618	+	849	1967	1315	2198	2625
YKR026C	XI	488738	489655	-	918	1809	1411	2353	2776
tR(ACG)K	XI	490968	491040	+	73	2	10	4	10
YKR027W	XI	491364	493661	+	2298	819	872	1163	1756
YKR028W	XI	494257	497358	+	3102	3493	2705	3912	4913
YKR029C	XI	497578	499833	-	2256	865	821	987	1510
YKR030W	XI	500282	501103	+	822	767	717	843	1157
YKR031C	XI	501344	506395	-	5052	1491	1382	1953	2694
YKR032W	XI	506517	506831	+	315	0	0	0	0
YKR033C	XI	506879	507304	-	426	0	0	0	0
YKR034W	XI	506898	507707	+	810	7	11	2	35
YKR035C	XI	507920	508561	-	642	2	3	2	1
YKR035W-A	XI	507939	508553	+	615	0	0	0	0
YKR036C	XI	508702	510633	-	1932	1080	995	1208	1855
YKR037C	XI	510910	511797	-	888	449	507	586	944
YKR038C	XI	511999	513159	-	1161	2176	1890	2727	3769
tD(GUC)K	XI	513332	513403	-	72	0	0	0	2
YKR039W	XI	515063	516871	+	1809	373	379	464	771
tA(AGC)K2	XI	517988	518060	+	73	0	1	0	0
YKR040C	XI	518063	518566	-	504	0	5	1	0
YKR041W	XI	518198	518950	+	753	30	28	39	51
YKR042W	XI	519527	520624	+	1098	15249	16061	18442	31625
YKR043C	XI	520897	521712	-	816	5801	4933	6842	9615
YKR044W	XI	522015	523346	+	1332	974	773	1168	1477
YKR045C	XI	523418	523969	-	552	215	164	303	417
YKR046C	XI	524223	525074	-	852	4351	4955	4854	9997
YKR047W	XI	525257	525562	+	306	24	18	31	43
YKR048C	XI	525387	526640	-	1254	5956	4842	6551	9850
YKR049C	XI	526830	527231	-	402	165	270	278	702
YKR050W	XI	527815	530484	+	2670	911	671	1183	1444
YKR051W	XI	530946	532202	+	1257	579	530	709	1010
YKR052C	XI	532550	533464	-	915	416	456	513	797
YKR053C	XI	534067	535281	-	1215	415	393	422	843
YKR054C	XI	535647	547925	-	12279	1442	1437	1823	2845
YKR055W	XI	548216	549091	+	876	543	524	660	987
YKR056W	XI	549448	551367	+	1920	2437	1514	3092	3200
YKR057W	XI;XI	551657;552003	551680;552242	+;+	264	9987	5767	13987	14375
YKR058W	XI	552770	554620	+	1851	428	463	433	879
YKR059W	XI	554987	556174	+	1188	11634	8637	15383	16640
YKR060W	XI	556518	557342	+	825	872	607	985	1069
YKR061W	XI	557677	558954	+	1278	392	474	509	1046
snR42	XI	559016	559366	-	351	35	37	36	92
YKR062W	XI	559666	560652	+	987	1039	964	1224	1825
YKR063C	XI	560789	562297	-	1509	819	735	971	1309
YKR064W	XI	562547	565138	+	2592	907	857	1073	1597
YKR065C	XI	565299	565892	-	594	868	884	1063	2017
YKR066C	XI	566113	567198	-	1086	2301	2915	2759	5731
YKR067W	XI	567918	570149	+	2232	929	1294	971	2400
YKR068C	XI	570328	570909	-	582	1226	1291	1521	2216
YKR069W	XI	571612	573393	+	1782	857	684	1009	1367
YKR070W	XI	573574	574632	+	1059	934	920	1132	1834
YKR071C	XI	574934	575980	-	1047	5509	4606	6143	8450
YKR072C	XI	576435	578123	-	1689	2794	1923	3099	3613
YKR073C	XI	578187	578507	-	321	9	7	10	16
tK(UUU)K	XI;XI	578965;579025	579001;579060	+;+	73	4	0	0	4
YKR074W	XI	579209	579676	+	468	631	494	691	1182
YKR075C	XI	579827	580750	-	924	788	866	483	1572
YKR075W-A	XI	580212	580481	+	270	0	0	0	0
YKR076W	XI	582283	583395	+	1113	201	366	192	699
YKR077W	XI	583653	584744	+	1092	592	572	697	1098
YKR078W	XI	584952	586709	+	1758	493	417	577	822
YKR079C	XI	586789	589305	-	2517	1579	1179	2124	2485
YKR080W	XI	590395	591357	+	963	2726	1612	2813	3623
YKR081C	XI	591506	592540	-	1035	3918	2312	5182	4548
YKR082W	XI	592825	596298	+	3474	2117	1901	2697	3342
YKR083C	XI	596421	596822	-	402	257	134	248	298
YKR084C	XI	597055	598890	-	1836	1846	1646	2342	3231
YKR085C	XI	599094	599681	-	588	869	636	841	1448
YKR086W	XI	599857	603072	+	3216	917	795	1144	1477
YKR087C	XI	603195	604232	-	1038	605	518	775	1139
YKR088C	XI	604405	605418	-	1014	1060	859	1110	1756
YKR089C	XI	605633	608365	-	2733	1308	1312	1611	2689
YKR090W	XI	608946	611066	+	2121	1033	824	1178	1770
YKR091W	XI	611525	612265	+	741	322	708	354	1493
YKR092C	XI	612665	613885	-	1221	4631	2769	6026	5207
YKR093W	XI	615730	617535	+	1806	4171	2368	4700	4622
YKR094C	XI;XI	617996;618743	618374;618750	-;-	387	16885	10027	21775	22466
YKR095W	XI	619805	625432	+	5628	4059	3498	4958	6593
YKR095W-A	XI;XI	625864;625977	625901;626205	+;+	267	443	336	517	843
YKR096W	XI	626793	630380	+	3588	1314	1310	1577	2420
YKR097W	XI	631152	632801	+	1650	48	108	70	224
YKR098C	XI	633026	635179	-	2154	583	663	506	1281
YKR099W	XI	635851	638286	+	2436	1488	966	1649	2058
YKR100C	XI	638901	639968	-	1068	1430	1434	1519	2589
YKR101W	XI	640540	642504	+	1965	407	439	505	822
YKR102W	XI	646356	649865	+	3510	247	239	343	470
YKR103W	XI	653080	656736	+	3657	294	316	387	592
YKR104W	XI	656836	657756	+	921	185	180	198	371
YKR105C	XI	658716	660464	-	1749	267	233	296	410
YKR106W	XI	661442	663289	+	1848	127	190	165	438
YLL067C	XII;XII	585;4015	3915;4301	-;-	3618	484	358	561	758
YLL067W-A	XII	843	1325	+	483	0	0	0	0
YLL066W-B	XII	5605	5775	+	171	2	4	2	2
YLL066C	XII;XII	6120;9550	9450;9836	-;-	3618	476	344	642	796
YLL066W-A	XII	6486	6968	+	483	0	0	0	0
YLL065W	XII	11726	12076	+	351	0	0	0	0
YLL064C	XII	13083	13445	-	363	0	0	1	0
YLL063C	XII	14648	16072	-	1425	214	320	323	631
YLL062C	XII	16639	17613	-	975	876	521	834	928
YLL061W	XII	17956	19707	+	1752	1598	855	2095	1642
YLL060C	XII	21138	21839	-	702	314	263	305	547
YLL059C	XII	22474	22980	-	507	65	57	64	94
YLL058W	XII	23569	25296	+	1728	591	657	733	1452
YLL057C	XII	25756	26994	-	1239	186	250	259	420
YLL056C	XII	27409	28305	-	897	168	186	218	315
YLL055W	XII	30109	31704	+	1596	298	288	373	581
YLL054C	XII	32673	35204	-	2532	618	519	777	1026
YLL053C	XII	35503	35961	-	459	175	119	184	264
YLL052C	XII	35912	36361	-	450	171	162	163	265
YLL051C	XII	37333	39471	-	2139	1145	946	1356	2046
YLL050C	XII;XII	39804;40401	40221;40414	-;-	432	4543	4315	5725	9268
YLL049W	XII	40666	41205	+	540	256	282	321	592
YLL048C	XII	41280	46265	-	4986	5162	5047	7190	9614
YLL047W	XII	46672	47055	+	384	3	1	0	1
YLL046C	XII	46714	47463	-	750	1	5	3	15
YLL045C	XII	47859	48629	-	771	21984	14872	27983	29443
YLL044W	XII	48216	48662	+	447	0	2	0	1
YLL043W	XII	49938	51947	+	2010	2364	2216	2757	4246
YLL042C	XII	52087	52590	-	504	73	52	87	150
YLL041C	XII	53131	53931	-	801	1261	1883	1150	3728
YLL040C	XII	54211	63645	-	9435	1972	2628	2365	5149
YLL039C	XII	64062	65207	-	1146	1792	5774	2064	10858
YLL038C	XII	65775	66518	-	744	411	329	503	647
YLL037W	XII	66562	66942	+	381	2	2	3	0
YLL036C	XII	66745	68256	-	1512	1218	957	1630	1727
YLL035W	XII	68580	70478	+	1899	895	749	1281	1426
YLL034C	XII	70633	73146	-	2514	2741	1773	3766	3599
YLL033W	XII	73409	74101	+	693	201	178	236	318
YLL032C	XII	74270	76747	-	2478	691	877	836	1856
YLL031C	XII	77152	80205	-	3054	1666	1730	2203	3392
YLL030C	XII	80356	80697	-	342	0	4	3	3
YLL029W	XII	81461	83710	+	2250	3145	3353	3507	6556
YLL028W	XII	84804	86564	+	1761	1844	2118	2394	4138
YLL027W	XII	87403	88155	+	753	1151	1235	1333	2636
YLL026W	XII	88623	91349	+	2727	2755	8448	3232	15997
tP(UGG)L	XII;XII	92548;92615	92583;92650	+;+	72	2	2	1	2
YLL025W	XII	94747	95121	+	375	57	57	87	124
YLL024C	XII	95566	97485	-	1920	78627	78801	96944	151174
YLL023C	XII	97997	98836	-	840	1021	1059	1215	2070
YLL022C	XII	99044	100201	-	1158	1406	1086	1814	2246
YLL021W	XII	100947	105347	+	4401	3204	2708	4014	5102
YLL020C	XII	105556	105861	-	306	5	9	5	17
YLL019C	XII	105686	107899	-	2214	640	941	691	1653
YLL019W-A	XII	106908	107000	+	93	0	0	0	0
YLL018C-A	XII	108676	108972	-	297	216	230	250	455
YLL018C	XII	109902	111575	-	1674	12873	9575	14906	18951
YLL017W	XII	112234	112545	+	312	84	54	97	127
YLL016W	XII	112847	115993	+	3147	563	446	625	870
YLL015W	XII	116432	121111	+	4680	1966	2026	2502	3868
